"ts";"value"
"2017-02-03 08:15:33.000000";"78,637"
"2017-02-03 08:15:34.000000";"79,1557"
"2017-02-03 08:15:35.000000";"78,9474"
"2017-02-03 08:15:37.000000";"78,0234"
"2017-02-03 08:15:38.000000";"79,8935"
"2017-02-03 08:15:39.000000";"85,4701"
"2017-02-03 08:15:40.000000";"134,529"
"2017-02-03 08:15:48.000000";"72,7273"
"2017-02-03 08:15:49.000000";"72,8155"
"2017-02-03 08:15:50.000000";"71,1744"
"2017-02-03 08:15:51.000000";"71,1744"
"2017-02-03 08:15:57.000000";"88,4956"
"2017-02-03 08:16:00.000000";"88,1057"
"2017-02-03 08:16:01.000000";"110,906"
"2017-02-03 08:16:05.000000";"78,0234"
"2017-02-03 08:16:06.000000";"133,929"
"2017-02-03 08:16:08.000000";"76,6283"
"2017-02-03 08:16:09.000000";"74,4417"
"2017-02-03 08:16:11.000000";"157,48"
"2017-02-03 08:16:12.000000";"74,9064"
"2017-02-03 08:16:13.000000";"77,9221"
"2017-02-03 08:16:15.000000";"77,0218"
"2017-02-03 08:16:17.000000";"77,0218"
"2017-02-03 08:16:53.000000";"105,82"
"2017-02-03 08:16:55.000000";"105,079"
"2017-02-03 08:32:30.000000";"96,9305"
"2017-02-03 08:32:31.000000";"74,7198"
"2017-02-03 08:32:32.000000";"82,7586"
"2017-02-03 08:32:33.000000";"79,8935"
